"행정구역","2022년10월_계_총인구수","2022년10월_계_연령구간인구수","2022년10월_계_0~4세","2022년10월_계_5~9세","2022년10월_계_10~14세","2022년10월_계_15~19세","2022년10월_계_20~24세","2022년10월_계_25~29세","2022년10월_계_30~34세","2022년10월_계_35~39세","2022년10월_계_40~44세","2022년10월_계_45~49세","2022년10월_계_50~54세","2022년10월_계_55~59세","2022년10월_계_60~64세","2022년10월_계_65~69세","2022년10월_계_70~74세","2022년10월_계_75~79세","2022년10월_계_80~84세","2022년10월_계_85~89세","2022년10월_계_90~94세","2022년10월_계_95~99세","2022년10월_계_100세 이상","2022년10월_남_총인구수","2022년10월_남_연령구간인구수","2022년10월_남_0~4세","2022년10월_남_5~9세","2022년10월_남_10~14세","2022년10월_남_15~19세","2022년10월_남_20~24세","2022년10월_남_25~29세","2022년10월_남_30~34세","2022년10월_남_35~39세","2022년10월_남_40~44세","2022년10월_남_45~49세","2022년10월_남_50~54세","2022년10월_남_55~59세","2022년10월_남_60~64세","2022년10월_남_65~69세","2022년10월_남_70~74세","2022년10월_남_75~79세","2022년10월_남_80~84세","2022년10월_남_85~89세","2022년10월_남_90~94세","2022년10월_남_95~99세","2022년10월_남_100세 이상","2022년10월_여_총인구수","2022년10월_여_연령구간인구수","2022년10월_여_0~4세","2022년10월_여_5~9세","2022년10월_여_10~14세","2022년10월_여_15~19세","2022년10월_여_20~24세","2022년10월_여_25~29세","2022년10월_여_30~34세","2022년10월_여_35~39세","2022년10월_여_40~44세","2022년10월_여_45~49세","2022년10월_여_50~54세","2022년10월_여_55~59세","2022년10월_여_60~64세","2022년10월_여_65~69세","2022년10월_여_70~74세","2022년10월_여_75~79세","2022년10월_여_80~84세","2022년10월_여_85~89세","2022년10월_여_90~94세","2022년10월_여_95~99세","2022년10월_여_100세 이상"
"전라북도 전주시 (4511000000)","652,695","652,695","18,350","29,925","34,510","34,909","44,638","45,135","39,130","40,330","50,097","53,333","58,222","49,592","47,845","35,279","26,453","18,951","14,995","7,729","2,666","508","98","320,851","320,851","9,303","15,401","17,642","18,137","23,299","23,875","20,288","20,221","24,632","25,902","28,834","24,327","22,811","16,582","12,045","8,334","5,919","2,547","652","89","11","331,844","331,844","9,047","14,524","16,868","16,772","21,339","21,260","18,842","20,109","25,465","27,431","29,388","25,265","25,034","18,697","14,408","10,617","9,076","5,182","2,014","419","87"
"전라북도 전주시 완산구 (4511100000)","333,820","333,820","8,184","13,624","16,246","17,620","23,476","23,721","19,595","19,191","23,709","26,761","30,742","26,655","26,040","19,442","14,501","10,284","7,982","4,187","1,503","295","62","162,473","162,473","4,228","7,027","8,381","9,229","12,198","12,338","10,127","9,655","11,618","12,586","14,918","12,820","12,207","9,105","6,624","4,524","3,119","1,346","372","46","5","171,347","171,347","3,956","6,597","7,865","8,391","11,278","11,383","9,468","9,536","12,091","14,175","15,824","13,835","13,833","10,337","7,877","5,760","4,863","2,841","1,131","249","57"
"전라북도 전주시 덕진구 (4511300000)","318,875","318,875","10,166","16,301","18,264","17,289","21,162","21,414","19,535","21,139","26,388","26,572","27,480","22,937","21,805","15,837","11,952","8,667","7,013","3,542","1,163","213","36","158,378","158,378","5,075","8,374","9,261","8,908","11,101","11,537","10,161","10,566","13,014","13,316","13,916","11,507","10,604","7,477","5,421","3,810","2,800","1,201","280","43","6","160,497","160,497","5,091","7,927","9,003","8,381","10,061","9,877","9,374","10,573","13,374","13,256","13,564","11,430","11,201","8,360","6,531","4,857","4,213","2,341","883","170","30"
"전라북도 전주시효자출장소 (4511800000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라북도 군산시 (4513000000)","262,819","262,819","6,705","11,436","13,101","12,740","14,286","13,649","12,505","15,024","20,483","21,599","23,840","20,598","22,170","17,775","13,483","10,102","7,601","3,882","1,490","308","42","133,035","133,035","3,375","5,820","6,779","6,540","7,904","7,616","6,650","7,818","10,729","11,230","12,711","10,784","10,962","8,801","6,409","4,490","2,830","1,216","318","48","5","129,784","129,784","3,330","5,616","6,322","6,200","6,382","6,033","5,855","7,206","9,754","10,369","11,129","9,814","11,208","8,974","7,074","5,612","4,771","2,666","1,172","260","37"
"전라북도 익산시 (4514000000)","274,317","274,317","6,065","10,071","12,684","13,807","17,639","16,187","12,902","13,641","18,111","20,992","24,523","23,472","24,488","18,834","14,318","10,436","9,028","4,896","1,811","365","47","136,654","136,654","3,108","5,180","6,445","7,108","9,576","8,869","6,910","6,960","9,280","10,719","12,493","11,974","12,243","9,270","6,727","4,603","3,279","1,435","410","59","6","137,663","137,663","2,957","4,891","6,239","6,699","8,063","7,318","5,992","6,681","8,831","10,273","12,030","11,498","12,245","9,564","7,591","5,833","5,749","3,461","1,401","306","41"
"전라북도 익산시함열출장소 (4514500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라북도 정읍시 (4518000000)","105,282","105,282","2,072","3,294","4,327","4,654","5,291","4,602","3,855","4,244","6,078","7,555","9,068","9,003","9,980","8,136","6,902","5,806","5,657","3,367","1,144","207","40","52,382","52,382","1,040","1,710","2,296","2,440","2,978","2,555","2,100","2,247","3,143","3,989","4,904","4,820","5,200","3,978","3,255","2,419","2,040","992","237","33","6","52,900","52,900","1,032","1,584","2,031","2,214","2,313","2,047","1,755","1,997","2,935","3,566","4,164","4,183","4,780","4,158","3,647","3,387","3,617","2,375","907","174","34"
"전라북도 남원시 (4519000000)","78,165","78,165","1,711","2,550","3,254","3,605","3,699","3,137","2,791","3,079","4,257","5,470","6,837","6,575","7,623","6,191","5,233","4,199","4,323","2,539","847","207","38","38,344","38,344","901","1,334","1,722","1,842","2,085","1,687","1,479","1,567","2,120","2,803","3,676","3,503","3,880","3,111","2,397","1,763","1,513","715","200","39","7","39,821","39,821","810","1,216","1,532","1,763","1,614","1,450","1,312","1,512","2,137","2,667","3,161","3,072","3,743","3,080","2,836","2,436","2,810","1,824","647","168","31"
"전라북도 김제시 (4521000000)","81,205","81,205","1,472","2,240","2,879","3,089","3,463","3,499","2,896","3,226","4,283","5,169","6,373","6,911","8,322","7,160","6,022","4,943","4,846","3,051","1,115","212","34","40,356","40,356","738","1,185","1,450","1,579","1,948","1,961","1,522","1,682","2,362","2,897","3,599","3,798","4,257","3,636","2,825","2,078","1,680","854","249","48","8","40,849","40,849","734","1,055","1,429","1,510","1,515","1,538","1,374","1,544","1,921","2,272","2,774","3,113","4,065","3,524","3,197","2,865","3,166","2,197","866","164","26"
"전라북도 완주군 (4571000000)","91,711","91,711","2,267","3,771","4,320","3,984","4,200","4,403","4,134","4,774","6,410","6,846","7,729","7,534","8,556","6,847","5,191","3,956","3,695","2,177","739","156","22","47,152","47,152","1,137","1,887","2,273","2,086","2,395","2,422","2,181","2,434","3,345","3,821","4,345","4,132","4,542","3,592","2,598","1,770","1,338","669","153","27","5","44,559","44,559","1,130","1,884","2,047","1,898","1,805","1,981","1,953","2,340","3,065","3,025","3,384","3,402","4,014","3,255","2,593","2,186","2,357","1,508","586","129","17"
"전라북도 진안군 (4572000000)","24,652","24,652","495","532","733","841","908","774","661","774","997","1,383","1,970","2,383","2,994","2,387","2,024","1,642","1,697","1,041","326","77","13","12,536","12,536","261","252","378","445","543","435","337","367","567","804","1,127","1,329","1,636","1,277","1,014","749","626","306","64","17","2","12,116","12,116","234","280","355","396","365","339","324","407","430","579","843","1,054","1,358","1,110","1,010","893","1,071","735","262","60","11"
"전라북도 무주군 (4573000000)","23,540","23,540","346","626","851","888","871","733","717","800","1,119","1,546","1,908","2,094","2,676","2,173","1,763","1,458","1,643","949","293","67","19","11,753","11,753","172","346","430","448","488","417","390","438","602","863","1,085","1,147","1,417","1,140","837","571","597","281","68","15","1","11,787","11,787","174","280","421","440","383","316","327","362","517","683","823","947","1,259","1,033","926","887","1,046","668","225","52","18"
"전라북도 장수군 (4574000000)","21,425","21,425","383","572","786","781","788","700","574","753","1,026","1,285","1,697","1,845","2,385","2,072","1,769","1,300","1,489","873","274","61","12","10,739","10,739","194","302","412","387","458","420","287","396","565","734","957","1,031","1,281","1,045","872","548","499","259","84","7","1","10,686","10,686","189","270","374","394","330","280","287","357","461","551","740","814","1,104","1,027","897","752","990","614","190","54","11"
"전라북도 임실군 (4575000000)","26,498","26,498","612","633","769","767","867","876","863","892","1,164","1,374","2,010","2,407","3,029","2,422","2,220","1,812","2,050","1,222","413","82","14","13,576","13,576","313","327","402","407","522","522","464","468","696","830","1,168","1,372","1,669","1,324","1,081","797","726","360","109","17","2","12,922","12,922","299","306","367","360","345","354","399","424","468","544","842","1,035","1,360","1,098","1,139","1,015","1,324","862","304","65","12"
"전라북도 순창군 (4577000000)","26,707","26,707","511","656","973","1,140","1,038","822","743","919","1,348","1,688","2,140","2,229","2,887","2,334","1,959","1,834","2,002","1,040","357","74","13","13,141","13,141","237","374","487","599","603","467","380","464","703","965","1,235","1,182","1,552","1,180","911","731","643","312","100","15","1","13,566","13,566","274","282","486","541","435","355","363","455","645","723","905","1,047","1,335","1,154","1,048","1,103","1,359","728","257","59","12"
"전라북도 고창군 (4579000000)","52,543","52,543","893","1,378","1,840","2,056","2,072","1,692","1,557","1,843","2,475","3,132","4,196","4,452","5,586","4,721","4,144","3,690","3,783","2,077","757","163","36","26,115","26,115","480","723","966","1,167","1,193","979","828","998","1,359","1,814","2,356","2,477","2,852","2,333","1,950","1,577","1,300","594","152","16","1","26,428","26,428","413","655","874","889","879","713","729","845","1,116","1,318","1,840","1,975","2,734","2,388","2,194","2,113","2,483","1,483","605","147","35"
"전라북도 부안군 (4580000000)","50,217","50,217","835","1,334","1,649","1,779","2,118","1,656","1,556","1,898","2,507","3,136","4,015","4,422","5,416","4,671","4,027","3,468","3,188","1,850","578","95","19","24,974","24,974","416","721","855","933","1,207","967","849","1,012","1,331","1,758","2,271","2,421","2,735","2,357","1,890","1,475","1,124","531","105","14","2","25,243","25,243","419","613","794","846","911","689","707","886","1,176","1,378","1,744","2,001","2,681","2,314","2,137","1,993","2,064","1,319","473","81","17"
"전라남도  (4600000000)","1,819,157","1,819,157","47,237","69,080","81,060","80,326","94,377","92,619","81,163","91,756","119,291","129,031","155,911","155,756","165,865","125,945","104,961","84,118","80,228","41,889","14,988","3,016","540","915,996","915,996","24,064","35,404","41,491","41,734","52,676","52,079","43,102","47,766","63,099","68,983","84,343","83,719","85,476","63,253","50,129","35,530","28,040","11,469","3,107","479","53","903,161","903,161","23,173","33,676","39,569","38,592","41,701","40,540","38,061","43,990","56,192","60,048","71,568","72,037","80,389","62,692","54,832","48,588","52,188","30,420","11,881","2,537","487"
"전라남도 목포시 (4611000000)","216,994","216,994","5,228","9,811","12,210","11,571","13,339","12,277","10,054","12,577","17,499","18,160","19,300","17,110","17,363","12,995","10,300","7,803","5,836","2,486","867","180","28","107,880","107,880","2,728","5,065","6,228","5,905","7,294","6,573","5,215","6,358","9,113","9,258","9,979","8,570","8,265","6,145","4,674","3,375","2,183","724","193","32","3","109,114","109,114","2,500","4,746","5,982","5,666","6,045","5,704","4,839","6,219","8,386","8,902","9,321","8,540","9,098","6,850","5,626","4,428","3,653","1,762","674","148","25"
"전라남도 여수시 (4613000000)","275,011","275,011","7,416","11,152","12,470","12,691","15,606","16,128","13,862","15,162","19,361","20,572","24,314","23,598","24,285","18,675","15,074","10,640","8,270","3,884","1,487","312","52","140,028","140,028","3,767","5,750","6,273","6,590","8,698","9,294","7,597","8,054","10,159","10,824","12,903","12,328","12,049","9,184","7,337","4,691","3,042","1,149","286","47","6","134,983","134,983","3,649","5,402","6,197","6,101","6,908","6,834","6,265","7,108","9,202","9,748","11,411","11,270","12,236","9,491","7,737","5,949","5,228","2,735","1,201","265","46"
"전라남도 순천시 (4615000000)","279,069","279,069","8,702","12,785","14,415","14,576","17,475","17,774","15,417","16,661","20,099","21,551","25,464","23,654","22,783","15,131","11,347","8,166","7,214","4,067","1,426","302","60","139,135","139,135","4,453","6,558","7,451","7,529","9,590","9,710","8,020","8,494","9,961","10,502","12,687","11,979","11,524","7,550","5,513","3,490","2,627","1,131","317","45","4","139,934","139,934","4,249","6,227","6,964","7,047","7,885","8,064","7,397","8,167","10,138","11,049","12,777","11,675","11,259","7,581","5,834","4,676","4,587","2,936","1,109","257","56"
"전라남도 나주시 (4617000000)","115,762","115,762","3,926","5,299","5,365","4,407","5,280","6,311","6,691","7,195","8,723","8,081","8,564","8,849","9,761","7,590","6,114","5,073","4,822","2,569","950","165","27","58,399","58,399","2,016","2,724","2,716","2,292","2,837","3,267","3,483","3,716","4,646","4,557","4,754","4,829","5,115","3,845","2,919","2,126","1,631","677","205","40","4","57,363","57,363","1,910","2,575","2,649","2,115","2,443","3,044","3,208","3,479","4,077","3,524","3,810","4,020","4,646","3,745","3,195","2,947","3,191","1,892","745","125","23"
"전라남도 광양시 (4623000000)","152,145","152,145","5,206","6,982","7,982","7,714","9,087","9,988","8,876","9,275","11,504","11,569","15,471","14,437","11,908","7,562","5,211","3,441","3,165","1,870","718","154","25","79,499","79,499","2,608","3,600","4,093","4,060","5,107","5,903","4,899","4,882","6,164","5,880","7,989","8,181","6,266","3,999","2,617","1,480","1,093","535","125","16","2","72,646","72,646","2,598","3,382","3,889","3,654","3,980","4,085","3,977","4,393","5,340","5,689","7,482","6,256","5,642","3,563","2,594","1,961","2,072","1,335","593","138","23"
"전라남도 담양군 (4671000000)","45,776","45,776","882","1,171","1,388","1,596","2,068","2,099","1,618","1,799","2,227","2,714","3,846","4,293","5,069","3,947","3,282","2,747","2,898","1,467","525","115","25","23,184","23,184","419","591","739","798","1,223","1,233","812","945","1,220","1,548","2,162","2,355","2,730","2,039","1,591","1,203","1,033","398","122","22","1","22,592","22,592","463","580","649","798","845","866","806","854","1,007","1,166","1,684","1,938","2,339","1,908","1,691","1,544","1,865","1,069","403","93","24"
"전라남도 곡성군 (4672000000)","27,114","27,114","290","566","813","941","1,082","1,009","737","821","1,141","1,598","2,176","2,491","3,111","2,303","2,153","1,825","2,128","1,305","486","119","19","13,395","13,395","138","289","448","514","600","552","400","436","621","897","1,237","1,376","1,679","1,216","1,026","765","708","373","95","23","2","13,719","13,719","152","277","365","427","482","457","337","385","520","701","939","1,115","1,432","1,087","1,127","1,060","1,420","932","391","96","17"
"전라남도 구례군 (4673000000)","24,761","24,761","337","618","823","867","976","756","631","752","1,133","1,482","2,109","2,312","2,906","2,143","1,907","1,745","1,831","1,003","357","63","10","12,104","12,104","170","301","422","456","567","432","299","400","601","791","1,217","1,252","1,529","1,048","913","714","616","286","79","9","2","12,657","12,657","167","317","401","411","409","324","332","352","532","691","892","1,060","1,377","1,095","994","1,031","1,215","717","278","54","8"
"전라남도 고흥군 (4677000000)","62,048","62,048","982","1,255","1,660","1,874","2,079","1,605","1,477","1,764","2,536","3,252","4,547","5,207","7,100","6,115","5,938","5,011","5,198","3,009","1,178","221","40","30,255","30,255","495","619","867","1,030","1,200","948","785","936","1,429","1,900","2,682","2,875","3,685","3,015","2,803","2,049","1,800","844","257","30","6","31,793","31,793","487","636","793","844","879","657","692","828","1,107","1,352","1,865","2,332","3,415","3,100","3,135","2,962","3,398","2,165","921","191","34"
"전라남도 보성군 (4678000000)","38,614","38,614","548","830","1,115","1,283","1,403","1,123","960","1,166","1,667","2,060","2,969","3,412","4,225","3,625","3,362","2,860","3,252","1,830","760","132","32","18,888","18,888","280","434","563","671","804","656","541","608","912","1,201","1,697","1,894","2,228","1,844","1,577","1,167","1,125","499","162","21","4","19,726","19,726","268","396","552","612","599","467","419","558","755","859","1,272","1,518","1,997","1,781","1,785","1,693","2,127","1,331","598","111","28"
"전라남도 화순군 (4679000000)","62,085","62,085","1,161","1,832","2,478","2,908","3,434","3,055","2,243","2,275","3,300","4,275","5,688","5,737","6,079","4,499","3,761","3,282","3,468","1,852","607","130","21","30,689","30,689","601","925","1,299","1,526","1,823","1,660","1,195","1,156","1,626","2,210","3,076","3,107","3,272","2,348","1,774","1,293","1,125","504","148","21","0","31,396","31,396","560","907","1,179","1,382","1,611","1,395","1,048","1,119","1,674","2,065","2,612","2,630","2,807","2,151","1,987","1,989","2,343","1,348","459","109","21"
"전라남도 장흥군 (4680000000)","35,797","35,797","679","988","1,198","1,321","1,451","1,212","1,135","1,249","1,687","2,042","2,836","3,195","3,739","3,070","2,783","2,368","2,644","1,510","560","115","15","17,487","17,487","329","498","616","712","830","690","612","645","932","1,147","1,580","1,735","1,918","1,500","1,334","987","901","381","121","16","3","18,310","18,310","350","490","582","609","621","522","523","604","755","895","1,256","1,460","1,821","1,570","1,449","1,381","1,743","1,129","439","99","12"
"전라남도 강진군 (4681000000)","33,223","33,223","595","836","1,136","1,207","1,348","1,178","1,020","1,125","1,541","1,870","2,541","2,880","3,703","2,870","2,637","2,273","2,509","1,324","527","92","11","16,138","16,138","282","425","588","630","743","678","535","583","826","1,036","1,416","1,549","1,916","1,448","1,218","954","851","354","91","12","3","17,085","17,085","313","411","548","577","605","500","485","542","715","834","1,125","1,331","1,787","1,422","1,419","1,319","1,658","970","436","80","8"
"전라남도 해남군 (4682000000)","66,001","66,001","1,448","1,820","2,410","2,494","2,788","2,301","1,906","2,391","3,335","4,061","5,219","5,899","7,056","5,732","5,147","4,434","4,342","2,244","786","156","32","32,811","32,811","750","919","1,216","1,281","1,643","1,284","1,046","1,260","1,776","2,298","2,985","3,279","3,664","2,843","2,455","1,845","1,521","579","146","20","1","33,190","33,190","698","901","1,194","1,213","1,145","1,017","860","1,131","1,559","1,763","2,234","2,620","3,392","2,889","2,692","2,589","2,821","1,665","640","136","31"
"전라남도 영암군 (4683000000)","52,555","52,555","1,210","1,731","2,057","2,143","2,590","2,163","1,862","2,301","3,351","3,771","4,617","4,850","5,012","3,907","3,222","2,812","2,823","1,523","499","96","15","27,413","27,413","625","866","1,056","1,157","1,520","1,297","979","1,277","1,974","2,269","2,683","2,817","2,756","1,974","1,543","1,115","959","425","100","18","3","25,142","25,142","585","865","1,001","986","1,070","866","883","1,024","1,377","1,502","1,934","2,033","2,256","1,933","1,679","1,697","1,864","1,098","399","78","12"
"전라남도 무안군 (4684000000)","90,784","90,784","2,951","4,703","5,437","4,466","4,752","4,572","4,755","5,981","7,564","6,973","7,104","6,389","6,737","5,160","4,382","3,415","3,222","1,554","537","106","24","45,693","45,693","1,526","2,441","2,729","2,279","2,605","2,438","2,437","2,967","3,903","3,715","3,921","3,458","3,528","2,548","2,115","1,486","1,084","402","97","13","1","45,091","45,091","1,425","2,262","2,708","2,187","2,147","2,134","2,318","3,014","3,661","3,258","3,183","2,931","3,209","2,612","2,267","1,929","2,138","1,152","440","93","23"
"전라남도 함평군 (4686000000)","30,875","30,875","469","627","942","1,028","1,174","1,016","864","904","1,347","1,811","2,412","2,866","3,358","2,945","2,467","2,236","2,510","1,333","444","107","15","15,581","15,581","241","326","512","546","666","618","469","498","787","1,075","1,456","1,658","1,849","1,517","1,149","895","853","352","94","20","0","15,294","15,294","228","301","430","482","508","398","395","406","560","736","956","1,208","1,509","1,428","1,318","1,341","1,657","981","350","87","15"
"전라남도 영광군 (4687000000)","52,202","52,202","1,988","1,569","1,968","1,987","2,377","2,281","2,216","2,335","2,913","3,331","4,045","4,401","4,844","4,023","3,606","3,117","3,101","1,525","443","106","26","26,102","26,102","1,009","779","1,015","1,025","1,364","1,277","1,128","1,203","1,554","1,920","2,312","2,405","2,553","2,018","1,679","1,265","1,086","390","103","16","1","26,100","26,100","979","790","953","962","1,013","1,004","1,088","1,132","1,359","1,411","1,733","1,996","2,291","2,005","1,927","1,852","2,015","1,135","340","90","25"
"전라남도 장성군 (4688000000)","43,118","43,118","877","1,357","1,529","1,537","1,833","1,991","1,526","1,694","2,316","2,805","3,610","3,864","4,357","3,536","3,073","2,537","2,642","1,478","434","106","16","22,170","22,170","443","681","783","792","1,095","1,231","831","913","1,263","1,599","2,090","2,196","2,373","1,871","1,447","1,092","919","430","100","20","1","20,948","20,948","434","676","746","745","738","760","695","781","1,053","1,206","1,520","1,668","1,984","1,665","1,626","1,445","1,723","1,048","334","86","15"
"전라남도 완도군 (4689000000)","47,754","47,754","1,114","1,574","1,716","1,718","1,747","1,599","1,357","1,977","2,777","2,978","3,742","3,985","4,892","3,989","3,735","3,341","3,256","1,561","578","100","18","24,087","24,087","565","829","890","910","1,015","961","728","1,059","1,598","1,770","2,195","2,196","2,445","2,034","1,767","1,402","1,170","414","124","14","1","23,667","23,667","549","745","826","808","732","638","629","918","1,179","1,208","1,547","1,789","2,447","1,955","1,968","1,939","2,086","1,147","454","86","17"
"전라남도 진도군 (4690000000)","29,559","29,559","616","840","1,012","1,036","1,246","1,020","911","1,074","1,462","1,857","2,273","2,579","3,101","2,490","2,287","2,074","2,222","1,021","371","57","10","14,686","14,686","305","395","512","526","734","617","471","575","848","1,086","1,362","1,411","1,581","1,285","1,085","860","713","248","64","7","1","14,873","14,873","311","445","500","510","512","403","440","499","614","771","911","1,168","1,520","1,205","1,202","1,214","1,509","773","307","50","9"
"전라남도 신안군 (4691000000)","37,910","37,910","612","734","936","961","1,242","1,161","1,045","1,278","1,808","2,218","3,064","3,748","4,476","3,638","3,173","2,918","2,875","1,474","448","82","19","20,372","20,372","314","389","475","505","718","760","620","801","1,186","1,500","1,960","2,269","2,551","1,982","1,593","1,276","1,000","374","78","17","4","17,538","17,538","298","345","461","456","524","401","425","477","622","718","1,104","1,479","1,925","1,656","1,580","1,642","1,875","1,100","370","65","15"
"경상북도  (4700000000)","2,603,389","2,603,389","66,665","100,370","110,782","109,628","129,962","133,478","128,163","141,823","180,200","190,731","226,752","223,539","246,423","196,595","145,957","102,405","95,637","52,591","17,619","3,530","539","1,313,237","1,313,237","34,241","51,587","57,667","57,984","73,401","76,515","70,623","74,525","94,032","98,797","118,250","115,654","124,890","97,465","69,584","43,847","34,354","15,339","3,842","580","60","1,290,152","1,290,152","32,424","48,783","53,115","51,644","56,561","56,963","57,540","67,298","86,168","91,934","108,502","107,885","121,533","99,130","76,373","58,558","61,283","37,252","13,777","2,950","479"
"경상북도 포항시 (4711000000)","497,546","497,546","13,178","21,735","23,714","22,242","25,391","27,840","26,116","29,276","37,733","37,901","44,791","42,849","46,908","37,460","24,893","15,531","11,820","5,742","1,951","409","66","252,051","252,051","6,787","11,204","12,365","11,776","14,498","16,262","14,612","15,232","19,222","19,024","22,655","21,376","22,817","18,470","12,207","7,038","4,448","1,605","378","63","12","245,495","245,495","6,391","10,531","11,349","10,466","10,893","11,578","11,504","14,044","18,511","18,877","22,136","21,473","24,091","18,990","12,686","8,493","7,372","4,137","1,573","346","54"
"경상북도 포항시 남구 (4711100000)","228,001","228,001","5,530","9,674","10,922","10,064","11,596","13,511","11,748","13,124","17,482","17,575","20,654","19,569","21,345","17,458","11,791","7,220","5,236","2,522","797","157","26","118,091","118,091","2,843","4,990","5,702","5,320","6,861","8,247","6,795","6,913","9,115","9,143","10,799","10,168","10,492","8,675","5,807","3,325","2,041","688","138","23","6","109,910","109,910","2,687","4,684","5,220","4,744","4,735","5,264","4,953","6,211","8,367","8,432","9,855","9,401","10,853","8,783","5,984","3,895","3,195","1,834","659","134","20"
"경상북도 포항시 북구 (4711300000)","269,545","269,545","7,648","12,061","12,792","12,178","13,795","14,329","14,368","16,152","20,251","20,326","24,137","23,280","25,563","20,002","13,102","8,311","6,584","3,220","1,154","252","40","133,960","133,960","3,944","6,214","6,663","6,456","7,637","8,015","7,817","8,319","10,107","9,881","11,856","11,208","12,325","9,795","6,400","3,713","2,407","917","240","40","6","135,585","135,585","3,704","5,847","6,129","5,722","6,158","6,314","6,551","7,833","10,144","10,445","12,281","12,072","13,238","10,207","6,702","4,598","4,177","2,303","914","212","34"
"경상북도 경주시 (4713000000)","249,928","249,928","5,853","8,675","9,924","10,076","12,212","11,991","11,623","12,267","16,376","18,477","23,219","23,050","24,707","19,869","14,899","10,329","9,321","5,054","1,656","303","47","125,075","125,075","3,020","4,455","5,096","5,290","6,805","6,847","6,340","6,410","8,645","9,500","12,055","11,903","12,546","9,701","6,926","4,446","3,251","1,408","370","56","5","124,853","124,853","2,833","4,220","4,828","4,786","5,407","5,144","5,283","5,857","7,731","8,977","11,164","11,147","12,161","10,168","7,973","5,883","6,070","3,646","1,286","247","42"
"경상북도 김천시 (4715000000)","139,477","139,477","4,026","5,438","5,971","6,334","6,685","6,723","6,837","7,298","9,379","9,645","11,591","11,776","13,153","10,672","8,086","5,764","5,553","3,201","1,113","197","35","69,957","69,957","2,097","2,791","3,135","3,508","3,709","3,866","3,631","3,766","4,917","5,008","6,050","6,184","6,708","5,146","3,815","2,437","1,930","958","264","31","6","69,520","69,520","1,929","2,647","2,836","2,826","2,976","2,857","3,206","3,532","4,462","4,637","5,541","5,592","6,445","5,526","4,271","3,327","3,623","2,243","849","166","29"
"경상북도 안동시 (4717000000)","155,020","155,020","3,710","5,552","6,481","6,748","7,810","7,821","6,912","7,499","9,805","11,343","13,004","12,503","14,717","12,268","9,485","7,244","6,815","3,700","1,314","260","29","76,663","76,663","1,901","2,884","3,422","3,538","4,263","4,243","3,765","3,849","4,967","5,866","6,812","6,417","7,267","5,912","4,476","3,086","2,520","1,143","283","44","5","78,357","78,357","1,809","2,668","3,059","3,210","3,547","3,578","3,147","3,650","4,838","5,477","6,192","6,086","7,450","6,356","5,009","4,158","4,295","2,557","1,031","216","24"
"경상북도 구미시 (4719000000)","407,993","407,993","13,849","22,049","22,857","21,105","24,316","27,618","28,434","32,303","37,181","34,990","37,790","32,355","28,323","17,388","10,586","6,653","5,742","3,144","1,045","231","34","209,839","209,839","7,117","11,331","11,900","10,981","13,935","15,513","15,501","16,986","19,315","17,184","19,014","16,640","14,686","8,815","5,033","2,807","1,959","867","216","39","0","198,154","198,154","6,732","10,718","10,957","10,124","10,381","12,105","12,933","15,317","17,866","17,806","18,776","15,715","13,637","8,573","5,553","3,846","3,783","2,277","829","192","34"
"경상북도 영주시 (4721000000)","100,901","100,901","2,041","3,308","4,246","4,275","4,874","4,237","3,732","4,130","5,942","7,143","8,640","8,469","10,211","9,063","6,959","5,014","4,884","2,566","956","170","41","50,023","50,023","1,048","1,725","2,148","2,281","2,778","2,479","2,147","2,119","3,038","3,669","4,610","4,274","5,024","4,352","3,253","2,172","1,841","812","216","29","8","50,878","50,878","993","1,583","2,098","1,994","2,096","1,758","1,585","2,011","2,904","3,474","4,030","4,195","5,187","4,711","3,706","2,842","3,043","1,754","740","141","33"
"경상북도 영천시 (4723000000)","101,181","101,181","2,567","2,758","3,074","3,408","4,359","4,555","4,399","4,581","5,509","6,465","8,581","9,331","10,853","9,200","7,560","5,268","5,007","2,713","851","124","18","51,468","51,468","1,306","1,422","1,610","1,823","2,610","2,657","2,428","2,464","3,026","3,548","4,632","5,018","5,580","4,655","3,671","2,238","1,778","779","195","26","2","49,713","49,713","1,261","1,336","1,464","1,585","1,749","1,898","1,971","2,117","2,483","2,917","3,949","4,313","5,273","4,545","3,889","3,030","3,229","1,934","656","98","16"
